doctor_id,first_name,last_name,specialization,phone_number,years_experience,hospital_id,email,department_id,doctor_rating
280,Jorge,Patton,Bone Marrow Transplant,7177201745,6,6,jorge.patton@CC.com,93,2.88
281,Danielle,Ochoa,Pediatric Endocrinology,3557630698,21,6,danielle.ochoa@CC.com,92,3.38
282,Andrew,Thomas,Thyroid Disorders,5088435391,19,6,andrew.thomas@CC.com,92,2.95
283,Logan,Schultz,Thyroid Disorders,4402174632,13,6,logan.schultz@CC.com,92,3.97
284,Christopher,Saunders,Thyroid Disorders,5334744958,3,6,christopher.saunders@CC.com,92,3.12
285,Joyce,Mccarty,Reproductive Endocrinology,8219098199,31,6,joyce.mccarty@CC.com,92,2.73
286,Debra,Foster,Benign Hematology,2989583294,6,6,debra.foster@CC.com,93,3.16
287,Ashley,Wright,Malignant Hematology,6487415948,10,6,ashley.wright@CC.com,93,3.55
288,Hailey,Moran,Diabetes,3012591839,6,6,hailey.moran@CC.com,92,3.61
289,Victor,Young,Pediatric Endocrinology,6443369774,34,6,victor.young@CC.com,92,3.94
290,Matthew,Davis,Reproductive Endocrinology,3743549328,34,6,matthew.davis@CC.com,92,2.96
291,Sarah,Osborn,Thyroid Disorders,4046555065,14,6,sarah.osborn@CC.com,92,3.34
292,Nicole,Williams,Bone Marrow Transplant,6456495150,18,6,nicole.williams@CC.com,93,3.69
293,Travis,Griffin,Pediatric Endocrinology,2537106769,32,6,travis.griffin@CC.com,92,2.66
294,Anthony,Smith,Reproductive Endocrinology,2326716804,6,6,anthony.smith@CC.com,92,3.12
295,Rodney,Guerrero,Hemostasis and Thrombosis,5412579545,8,6,rodney.guerrero@CC.com,93,3.75
296,Jodi,Young,Pediatric Endocrinology,5069508318,22,6,jodi.young@CC.com,92,3.81
297,Amber,Hamilton,Malignant Hematology,3424054543,16,6,amber.hamilton@CC.com,93,2.69
298,Wendy,George,Diabetes,4204082921,18,6,wendy.george@CC.com,92,3.75
299,Amy,Russell,Diabetes,7547590390,15,6,amy.russell@CC.com,92,2.82
300,Matthew,Downs,Reproductive Endocrinology,4553163594,11,6,matthew.downs@CC.com,92,3.08
301,Lucas,Aguilar,Venous Surgery,7913925474,27,7,lucas.aguilar@THS.com,94,3.44
302,Logan,Green,Reconstructive Surgery,8575155452,17,7,logan.green@THS.com,95,2.31
303,James,Perkins,Bone Marrow Transplant,2698305207,26,7,james.perkins@THS.com,96,3.72
304,Keith,Vaughn,Pediatric Neurosurgery,4094369779,31,7,keith.vaughn@THS.com,97,3.04
305,Michelle,Flores,Female Urology,5976296324,14,7,michelle.flores@THS.com,98,3.74
306,Ashley,Johnson,Pediatric Orthopedics,8244350496,9,7,ashley.johnson@THS.com,99,3.37
307,Michelle,Sharp,Movement Disorders,8988326975,9,7,michelle.sharp@THS.com,100,2.83
308,Michael,Salinas,Spinal Cord Injury,5746693732,17,7,michael.salinas@THS.com,101,4.02
309,Hannah,Coleman,General Obstetrics,2423234225,10,7,hannah.coleman@THS.com,102,2.88
310,David,Michael,Movement Disorders,8446204951,7,7,david.michael@THS.com,100,3.57
311,Matthew,Larson,Reconstructive Surgery,3418880056,22,7,matthew.larson@THS.com,95,2.91
312,Robert,Contreras,Urogynecology,7482520026,7,7,robert.contreras@THS.com,102,3.73
313,Nathan,Rogers,Movement Disorders,5967811983,28,7,nathan.rogers@THS.com,100,4.45
314,Dawn,Powell,Hemostasis and Thrombosis,5107536916,14,7,dawn.powell@THS.com,96,2.92
315,Christopher,Villa,Bone Marrow Transplant,5243323663,29,7,christopher.villa@THS.com,96,3.21
316,Lisa,Gilbert,General Obstetrics,8543837939,17,7,lisa.gilbert@THS.com,102,3.05
317,Kimberly,Garcia,Urologic Oncology,5194413491,1,7,kimberly.garcia@THS.com,98,3.81
318,John,Williams,Stroke Neurology,5073788363,26,7,john.williams@THS.com,100,3.35
319,Martin,Moran,Reconstructive Surgery,4775374737,32,7,martin.moran@THS.com,95,3.24
320,Marisa,Powell,Sports Rehabilitation,2466229871,16,7,marisa.powell@THS.com,101,3.75
321,Sean,Costa,Trauma Surgery,8632495050,21,7,sean.costa@THS.com,99,3.67
322,Ashley,Weber,Spinal Cord Injury,8003694750,13,7,ashley.weber@THS.com,101,3.88
323,Robert,Pope,Headache Medicine,3502051908,15,7,robert.pope@THS.com,100,2.7
324,Jason,Carpenter,Aesthetic Surgery,8115212833,10,7,jason.carpenter@THS.com,95,3.39
325,Brent,Moreno,Endourology,4328671331,29,7,brent.moreno@THS.com,98,3.88
326,Monica,Henry,Reconstructive Surgery,6938808627,6,7,monica.henry@THS.com,95,4.84
327,Brandy,Wade,Hemostasis and Thrombosis,5658831488,33,7,brandy.wade@THS.com,96,3.49
328,Joseph,French,Bone Marrow Transplant,8539144313,7,7,joseph.french@THS.com,96,3.96
329,Michelle,Sanchez,Reproductive Endocrinology,8568197712,19,7,michelle.sanchez@THS.com,102,4.57
330,James,Munoz,Spinal Cord Injury,2663566047,22,7,james.munoz@THS.com,101,3.89
331,Austin,Ali,Endourology,5323562847,14,7,austin.ali@THS.com,98,3.82
332,Joseph,Oliver,Sports Rehabilitation,8209074480,29,7,joseph.oliver@THS.com,101,3.93
333,Lindsey,Waller,Endovascular Surgery,5206208651,25,7,lindsey.waller@THS.com,94,2.94
334,Vanessa,Brown,Hemostasis and Thrombosis,7726318818,16,7,vanessa.brown@THS.com,96,3.72
335,Jerry,Harper,Movement Disorders,2414992170,12,7,jerry.harper@THS.com,100,3.14
336,Melissa,Jordan,Endovascular Surgery,6349989003,12,7,melissa.jordan@THS.com,94,3.0
337,Lisa,Hardy,Maternal-Fetal Medicine,7488552178,17,7,lisa.hardy@THS.com,102,3.28
338,Jay,King,Urogynecology,3543808161,5,7,jay.king@THS.com,102,3.8
339,Jennifer,Huff,Sports Medicine,6624680564,9,7,jennifer.huff@THS.com,99,3.94
340,Christopher,Walters,Epilepsy,2855938037,3,7,christopher.walters@THS.com,100,3.83
341,Sara,Peters,Stroke Neurology,9086546203,35,7,sara.peters@THS.com,100,2.66
342,Aaron,Patterson,Craniofacial Surgery,7024156346,34,7,aaron.patterson@THS.com,95,4.52
343,Jennifer,Murphy,Sports Rehabilitation,5065645383,34,7,jennifer.murphy@THS.com,101,3.54
344,Juan,Melton,Foot and Ankle Surgery,6302136660,16,7,juan.melton@THS.com,99,4.32
345,Ashley,Evans,Aesthetic Surgery,9195517539,27,7,ashley.evans@THS.com,95,2.54
346,Kyle,Yang,Sports Rehabilitation,4012963737,29,7,kyle.yang@THS.com,101,3.74
347,Alicia,Jones,Hand Surgery,6526199579,23,7,alicia.jones@THS.com,99,3.53
348,Amanda,Richard,Spinal Cord Injury,5908717478,21,7,amanda.richard@THS.com,101,4.21
349,Steven,Ramos,Headache Medicine,6753149392,8,7,steven.ramos@THS.com,100,3.42
350,Gregory,Smith,Vascular Neurosurgery,8987787420,22,7,gregory.smith@THS.com,97,4.11
351,Kevin,Williams,Craniofacial Surgery,5033610679,27,8,kevin.williams@NSMC.com,103,2.94
352,Joseph,Smith,Trauma Surgery,2902104272,17,8,joseph.smith@NSMC.com,104,2.79
353,Laurie,Freeman,Pediatric Radiology,2109900364,32,8,laurie.freeman@NSMC.com,105,3.49
354,Jose,Fitzpatrick,Hematopathology,5216558389,20,8,jose.fitzpatrick@NSMC.com,106,2.78
355,Alexandra,Moore,Hand Surgery,8113466848,23,8,alexandra.moore@NSMC.com,107,3.05
356,Lori,Gillespie,Laryngology,2682094953,14,8,lori.gillespie@NSMC.com,108,3.81
357,Sharon,Johnson,General Obstetrics,3114447016,9,8,sharon.johnson@NSMC.com,109,2.18
358,Amy,Wood,Addiction Psychiatry,5505164540,9,8,amy.wood@NSMC.com,110,2.69
359,Charles,Reed,Critical Care Pulmonology,9125293814,17,8,charles.reed@NSMC.com,111,3.6
360,Sydney,Wagner,Geriatric Medicine,8358955990,20,8,sydney.wagner@NSMC.com,112,2.01
361,Nathaniel,Anderson,Spinal Cord Injury,2667843316,5,8,nathaniel.anderson@NSMC.com,113,2.24
362,Lindsey,Blanchard,Cardiac ICU,7116989052,31,8,lindsey.blanchard@NSMC.com,114,3.2
363,Sarah,Roberts,Hematologic Oncology,7627727268,7,8,sarah.roberts@NSMC.com,115,2.83
364,Elizabeth,Martinez,Venous Surgery,5593017893,28,8,elizabeth.martinez@NSMC.com,116,3.16
365,Jamie,Herman,Hemostasis and Thrombosis,4358504405,14,8,jamie.herman@NSMC.com,117,2.55
366,Christian,Estrada,Vascular Neurosurgery,3279785050,29,8,christian.estrada@NSMC.com,118,3.11
367,Todd,Smith,Osteoporosis,6808161627,4,8,todd.smith@NSMC.com,119,3.75
368,Adam,Callahan,Endourology,5932292727,1,8,adam.callahan@NSMC.com,120,2.32
369,William,Williams,Dermatopathology,9779647599,26,8,william.williams@NSMC.com,121,2.96
370,Nicole,Adams,Neurophysiology,2005567399,1,8,nicole.adams@NSMC.com,122,2.37
371,Terri,Osborne,Hospital Epidemiology,6248882691,22,8,terri.osborne@NSMC.com,123,2.22
372,Jay,Jensen,Pediatric Emergency,7628687146,21,8,jay.jensen@NSMC.com,124,4.03
373,Emily,Smith,Cardiac Imaging,8537150663,5,8,emily.smith@NSMC.com,125,3.4
374,Darren,Clark,Pediatric Anesthesia,5139413239,15,8,darren.clark@NSMC.com,126,3.78
375,Adam,Anderson,Kidney Transplant,4914047438,10,8,adam.anderson@NSMC.com,127,3.15
376,Kim,Powell,Esophageal Surgery,8459776297,29,8,kim.powell@NSMC.com,128,3.09
377,Bryan,Orozco,Retina Surgery,8507575711,6,8,bryan.orozco@NSMC.com,129,3.58
378,Nicole,Lucas,Advanced Endoscopy,2577680685,33,8,nicole.lucas@NSMC.com,130,2.82
379,Kim,Johnson,Pediatric Gastroenterology,5785963048,7,8,kim.johnson@NSMC.com,131,2.61
380,Gina,Wagner,Cytopathology,2808455072,19,8,gina.wagner@NSMC.com,106,4.56
381,John,Nelson,HIV/AIDS,7834423373,22,8,john.nelson@NSMC.com,123,2.91
382,Bryan,Cruz,Interventional Pulmonology,2392936274,19,8,bryan.cruz@NSMC.com,111,4.1
383,Michael,Meza,Lung Surgery,7473643858,6,8,michael.meza@NSMC.com,128,3.28
384,Amanda,Ayala,Pediatric Orthopedics,4974996854,25,8,amanda.ayala@NSMC.com,107,3.45
385,Lisa,Jones,Heart Failure,3409385685,16,8,lisa.jones@NSMC.com,125,3.24
386,Angel,Harris,Joint Replacement,5069698831,12,8,angel.harris@NSMC.com,107,3.44
387,Steven,Mccoy,Pediatric Urology,6992488751,12,8,steven.mccoy@NSMC.com,120,3.51
388,Bryan,Hayes,Interventional Cardiology,7487229138,17,8,bryan.hayes@NSMC.com,125,3.47
389,Ronald,Perez,Pediatric Gastroenterology,9676998199,5,8,ronald.perez@NSMC.com,131,3.31
390,Anthony,Ryan,Trauma Emergency,6844195092,9,8,anthony.ryan@NSMC.com,124,2.98
391,Matthew,Woods,Rheumatoid Arthritis,7588055973,3,8,matthew.woods@NSMC.com,119,3.18
392,Roy,Lee,Medical ICU,8035070212,35,8,roy.lee@NSMC.com,114,3.49
393,Allison,Smith,Neonatal ICU,3213658370,34,8,allison.smith@NSMC.com,114,3.43
394,Tara,David,Venous Surgery,4916024798,34,8,tara.david@NSMC.com,116,4.55
395,Vanessa,Carter,Neuroradiology,7995354272,14,8,vanessa.carter@NSMC.com,105,2.11
396,John,Mcgee,Endourology,4765092904,27,8,john.mcgee@NSMC.com,120,3.65
397,Rhonda,Torres,Pediatric Orthopedics,7302976673,18,8,rhonda.torres@NSMC.com,107,3.51
398,Diane,Charles,Hematopathology,5972737804,32,8,diane.charles@NSMC.com,106,4.0
399,Sarah,Wall,Hemostasis and Thrombosis,2583406533,6,8,sarah.wall@NSMC.com,117,3.05
400,Jeffery,Gomez,Cosmetic Dermatology,4183643277,8,8,jeffery.gomez@NSMC.com,121,3.09
401,Lindsay,Bass,Craniofacial Surgery,5146643213,27,9,lindsay.bass@SJRMC.com,132,3.16
402,Johnny,Williams,Trauma Surgery,5285742113,17,9,johnny.williams@SJRMC.com,133,2.88
403,David,Gonzalez,Pediatric Radiology,4718568206,32,9,david.gonzalez@SJRMC.com,134,3.69
404,Sandra,Higgins,Hematopathology,9332539706,20,9,sandra.higgins@SJRMC.com,135,3.29
405,Amber,Harris,Hand Surgery,4055718964,23,9,amber.harris@SJRMC.com,136,3.14
406,Elizabeth,Alvarez,General Obstetrics,2372494409,14,9,elizabeth.alvarez@SJRMC.com,137,3.74
407,Rachel,Henson,Consultation-Liaison Psychiatry,5212044111,9,9,rachel.henson@SJRMC.com,138,3.24
408,Kristin,Fuller,Sleep Medicine,7597970897,9,9,kristin.fuller@SJRMC.com,139,3.41
409,Maria,Jackson,Hospital Medicine,4602049834,17,9,maria.jackson@SJRMC.com,140,2.6
410,Jennifer,Cardenas,Hematologic Oncology,6308092792,10,9,jennifer.cardenas@SJRMC.com,141,3.41
411,Warren,Ayala,Venous Surgery,6736440594,7,9,warren.ayala@SJRMC.com,142,3.24
412,Nichole,Washington,Benign Hematology,8165323458,22,9,nichole.washington@SJRMC.com,143,2.6
413,Kimberly,Wallace,Vascular Neurosurgery,7133974910,7,9,kimberly.wallace@SJRMC.com,144,3.8
414,Christopher,Phillips,Osteoporosis,2709488759,28,9,christopher.phillips@SJRMC.com,145,3.48
415,Ashley,Woodward,Cosmetic Dermatology,4308416565,14,9,ashley.woodward@SJRMC.com,146,3.07
416,Stephen,Perry,Headache Medicine,4056771549,31,9,stephen.perry@SJRMC.com,147,2.73
417,Barry,Gonzalez,Hospital Epidemiology,2435171875,34,9,barry.gonzalez@SJRMC.com,148,3.31
418,Jeffrey,Medina,Toxicology,6556343806,4,9,jeffrey.medina@SJRMC.com,149,3.75
419,Paul,Miller,Pediatric Cardiology,6094238082,1,9,paul.miller@SJRMC.com,150,2.25
420,Ethan,Tucker,Cardiac Anesthesia,5794483513,26,9,ethan.tucker@SJRMC.com,151,2.87
421,Eric,Black,Esophageal Surgery,8746353277,1,9,eric.black@SJRMC.com,152,3.15
422,Victoria,Bailey,Oculoplastic Surgery,2729667639,32,9,victoria.bailey@SJRMC.com,153,2.9
423,Barbara,Williams,Advanced Endoscopy,2926009421,16,9,barbara.williams@SJRMC.com,154,2.33
424,Melanie,Garcia,Adolescent Medicine,6539329765,21,9,melanie.garcia@SJRMC.com,155,3.4
425,Christine,Wilson,Benign Hematology,4834856951,13,9,christine.wilson@SJRMC.com,143,3.4
426,Elizabeth,Hill,Aesthetic Surgery,2325558339,16,9,elizabeth.hill@SJRMC.com,132,3.44
427,Amy,Huff,Pediatric Anesthesia,5673737864,35,9,amy.huff@SJRMC.com,151,3.82
428,Zachary,Ford,Pediatric Rheumatology,9944511237,6,9,zachary.ford@SJRMC.com,145,3.17
429,Anthony,Lopez,Child and Adolescent Psychiatry,8053574595,21,9,anthony.lopez@SJRMC.com,138,3.63
430,Hannah,Burns,Pancreatology,5592561102,7,9,hannah.burns@SJRMC.com,154,4.47
431,Christian,Garcia,Toxicology,3663457034,19,9,christian.garcia@SJRMC.com,149,3.39
432,Tracey,Edwards,Aortic Surgery,7205494938,8,9,tracey.edwards@SJRMC.com,142,3.15
433,Madeline,Taylor,Cytopathology,2628146554,35,9,madeline.taylor@SJRMC.com,135,3.09
434,Dustin,Jones,Cornea and External Disease,9384274907,19,9,dustin.jones@SJRMC.com,153,3.22
435,Debra,Foley,Breast Imaging,5992376858,6,9,debra.foley@SJRMC.com,134,4.43
436,Margaret,Smith,Hospital Epidemiology,5623339698,21,9,margaret.smith@SJRMC.com,148,3.69
437,Tiffany,Smith,Pediatric Pulmonology,8118033235,16,9,tiffany.smith@SJRMC.com,155,3.38
438,Christopher,Lawrence,Hemostasis and Thrombosis,7616850104,12,9,christopher.lawrence@SJRMC.com,143,2.96
439,George,Douglas,Transplant Infectious Disease,2333116279,12,9,george.douglas@SJRMC.com,148,2.57
440,Andre,Hernandez,Benign Hematology,6906188424,17,9,andre.hernandez@SJRMC.com,143,3.63
441,Robert,Stewart,Lung Surgery,5405072103,5,9,robert.stewart@SJRMC.com,152,3.77
442,William,Hamilton,HIV/AIDS,5792963303,9,9,william.hamilton@SJRMC.com,148,2.95
443,Angela,Clay,Geriatric Psychiatry,2534241205,3,9,angela.clay@SJRMC.com,138,3.79
444,Destiny,Schmidt,Hepatology,3015269407,35,9,destiny.schmidt@SJRMC.com,154,2.58
445,Catherine,Franklin,Urogynecology,4038209744,34,9,catherine.franklin@SJRMC.com,137,4.17
446,Rebecca,Garcia,Hepatobiliary Surgery,5823720904,34,9,rebecca.garcia@SJRMC.com,133,3.2
447,Jordan,Cole,Rheumatoid Arthritis,8493867473,14,9,jordan.cole@SJRMC.com,145,4.21
448,Robert,Gonzalez,Vascular Neurosurgery,8593308106,18,9,robert.gonzalez@SJRMC.com,144,4.23
449,Brandon,Hardy,Lung Transplant,4642469469,32,9,brandon.hardy@SJRMC.com,139,3.62
450,Lonnie,Lawson,Osteoporosis,6763360586,6,9,lonnie.lawson@SJRMC.com,145,3.76
451,Cynthia,Mitchell,Craniofacial Surgery,2899864291,27,10,cynthia.mitchell@AC.com,156,3.3
452,Jamie,Nash,Trauma Surgery,7098841656,17,10,jamie.nash@AC.com,157,3.19
453,Megan,Edwards,Hematopathology,5017986165,26,10,megan.edwards@AC.com,158,2.17
454,Matthew,Erickson,Otology,8255514544,31,10,matthew.erickson@AC.com,159,2.07
455,Chelsea,Hall,Reproductive Endocrinology,9722424003,14,10,chelsea.hall@AC.com,160,3.47
456,Joshua,Shepard,Consultation-Liaison Psychiatry,8357114774,9,10,joshua.shepard@AC.com,161,3.23
457,Shelia,Daniels,Primary Care,4129641894,9,10,shelia.daniels@AC.com,162,2.67
458,Robert,Beard,Critical Care Pulmonology,9443524314,17,10,robert.beard@AC.com,163,4.22
459,Emily,Noble,Thyroid Disorders,4322739540,20,10,emily.noble@AC.com,164,3.65
460,Heather,Richardson,Medical ICU,8949520942,5,10,heather.richardson@AC.com,165,2.65
461,Katrina,Johnson,Sports Rehabilitation,9639429771,31,10,katrina.johnson@AC.com,166,2.46
462,Lawrence,Mcintosh,Hematologic Oncology,9112136719,7,10,lawrence.mcintosh@AC.com,167,2.02
463,Sara,Thompson,Venous Surgery,9683525237,28,10,sara.thompson@AC.com,168,2.42
464,Stephanie,Hernandez,Hemostasis and Thrombosis,8013444293,14,10,stephanie.hernandez@AC.com,169,3.51
465,Kenneth,Fernandez,Vascular Neurosurgery,7448173470,29,10,kenneth.fernandez@AC.com,170,3.47
466,Douglas,Rollins,Osteoporosis,6148742645,4,10,douglas.rollins@AC.com,171,3.1
467,Robert,Cain,Endourology,6976632742,1,10,robert.cain@AC.com,172,2.87
468,Joshua,Stewart,Dermatopathology,9318958049,26,10,joshua.stewart@AC.com,173,2.69
469,Peggy,Jackson,Neurophysiology,6335952000,1,10,peggy.jackson@AC.com,174,3.52
470,William,Baldwin,Hospital Epidemiology,8629388927,22,10,william.baldwin@AC.com,175,3.17
471,Sherri,Russell,Electrophysiology,8816292592,21,10,sherri.russell@AC.com,176,2.49
472,Jamie,Russell,Cardiac Anesthesia,6833710978,13,10,jamie.russell@AC.com,177,3.1
473,Bruce,Jones,Kidney Transplant,2242311930,16,10,bruce.jones@AC.com,178,3.57
474,Jill,Estrada,Cardiac Surgery,9623995133,35,10,jill.estrada@AC.com,179,3.68
475,Monica,Mills,Pediatric Ophthalmology,5728795321,6,10,monica.mills@AC.com,180,3.12
476,Mandy,Chavez,Hepatology,7602808389,21,10,mandy.chavez@AC.com,181,3.24
477,Kimberly,Davis,Pediatric Pulmonology,4325653163,32,10,kimberly.davis@AC.com,182,2.25
478,Thomas,Jenkins,HIV/AIDS,6245465333,20,10,thomas.jenkins@AC.com,175,4.02
479,Gary,Williams,Oculoplastic Surgery,8595043720,19,10,gary.williams@AC.com,180,3.22
480,Allison,Hubbard,Hepatology,5789920906,22,10,allison.hubbard@AC.com,181,3.72
481,Adam,Powell,Pediatric Pulmonology,4144705707,14,10,adam.powell@AC.com,182,3.78
482,Tricia,Hurley,Minimally Invasive Surgery,3757013901,19,10,tricia.hurley@AC.com,157,3.78
483,Jimmy,Mcbride,General Internal Medicine,2689336177,6,10,jimmy.mcbride@AC.com,162,2.8
484,James,Gonzalez,Esophageal Surgery,3989217966,25,10,james.gonzalez@AC.com,179,3.23
485,Carla,Jones,Pediatric Neurosurgery,6542098978,16,10,carla.jones@AC.com,170,3.77
486,Joseph,Keller,Reproductive Endocrinology,4654079523,12,10,joseph.keller@AC.com,164,2.93
487,Lisa,Mcdaniel,Pediatric Anesthesia,7232421321,12,10,lisa.mcdaniel@AC.com,177,3.55
488,Douglas,Bell,Stroke Neurology,7003429074,17,10,douglas.bell@AC.com,174,2.86
489,Courtney,Brandt,Bone Marrow Transplant,2562565538,5,10,courtney.brandt@AC.com,169,3.64
490,Joshua,Dyer,Medical Oncology,6994746302,9,10,joshua.dyer@AC.com,167,3.74
491,Sabrina,Sullivan,Colorectal Surgery,5946051955,3,10,sabrina.sullivan@AC.com,157,3.55
492,Andrew,Martin,Stroke Neurology,7838945365,35,10,andrew.martin@AC.com,174,3.6
493,Richard,Cardenas,General Internal Medicine,5814415728,34,10,richard.cardenas@AC.com,162,3.1
494,David,Nguyen,Lung Surgery,5588025719,34,10,david.nguyen@AC.com,179,3.19
495,Elizabeth,Baker,Geriatric Psychiatry,2958894508,14,10,elizabeth.baker@AC.com,161,3.18
496,John,Mcdaniel,Craniofacial Surgery,4428603361,18,10,john.mcdaniel@AC.com,156,3.66
497,Darin,Lewis,Lung Transplant,5335851834,32,10,darin.lewis@AC.com,163,3.97
498,Joshua,Poole,Neurophysiology,6974319509,23,10,joshua.poole@AC.com,174,3.12
499,Rebecca,Smith,Medical Oncology,4799859362,21,10,rebecca.smith@AC.com,167,3.51
500,Charles,Porter,Critical Care Pulmonology,9968420740,32,10,charles.porter@AC.com,163,2.92
